NM_RAZAO_SOCIAL;CD_PROCESSO_SUSEP;NR_PROPOSTA;ID_PROPOSTA;DT_PROPOSTA;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;NM_SEGURADO;NR_DOCUMENTO_SEGURADO;NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;LATITUDE;NR_GRAU_LAT;NR_MIN_LAT;NR_SEG_LAT;LONGITUDE;NR_GRAU_LONG;NR_MIN_LONG;NR_SEG_LONG;NR_DECIMAL_LATITUDE;NR_DECIMAL_LONGITUDE;NM_CLASSIF_PRODUTO;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_ANIMAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;NR_APOLICE;DT_APOLICE;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Aliança do Brasil Seguros S/A.;15414901479201927;50405408;1045517;03/09/2019;03/09/2019;02/09/2020;ANONIMIZADO;***;Santa Helena de Goiás;GO;S;17;53;58;W;50;23;38;-;-;CUSTEIO;Soja;20,6;-;3750;2625;0,7;49557,01;1785,34;0,036025983;624,87;8168;27/09/2019;2019;5219308;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54288357;1339207;28/05/2021;28/05/2021;28/05/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;14;15;W;51;39;50;-;-;CUSTEIO;Cevada;32,4;-;5500;3850;0,7;502200;9407,87;0,018733313;3763,15;19632;31/05/2021;2021;4109401;27026,28; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50704864;1039167;23/10/2019;23/10/2019;22/10/2020;ANONIMIZADO;***;Birigui;SP;S;21;11;19;W;50;20;52;-;-;CUSTEIO;Cana-de-açúcar;16,5;-;110;71,5;0,65;53844;837,56;0,015555308;293,15;8569;28/10/2019;2019;3506508;18776,98; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;57776634;1677740;10/01/2023;10/01/2023;10/01/2024;ANONIMIZADO;***;Rancho Alegre;PR;-;-;-;-;-;-;-;-;-23,038857;-50,909685;CUSTEIO;Milho 2ª safra;19;-;4000;2600;0,65;112560;12163,77;0,108064765;4865,5;3750;16/01/2023;2023;4121307;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;54924063;1483928;28/08/2021;28/08/2021;28/08/2022;ANONIMIZADO;***;Pejuçara;RS;S;28;27;2;W;53;45;13;-;-;CUSTEIO;Milho 1ª safra;55;-;9786,5;6361,23;0,650000511;1376306,25;8716,61;0,006333336;2179,15;21590;01/09/2021;2021;4314308;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;51834867;1146926;02/07/2020;20/07/2020;20/07/2021;ANONIMIZADO;***;Pelotas;RS;S;31;41;6;W;52;14;8;-;-;CUSTEIO;Soja;66,8;-;2835;1842,75;0,65;167000;12692;0,076;3173;12778;06/07/2020;2020;4314407;31204,78; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;57887060;1678224;19/01/2023;19/01/2023;19/01/2024;ANONIMIZADO;***;Itaquiraí;MS;-;-;-;-;-;-;-;-;-23,481006;-54,023712;CUSTEIO;Milho 2ª safra;12;-;3762;2445,3;0,65;111780;24142,8;0,21598497;9657,12;3810;26/01/2023;2023;5004601;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;57765538;1679209;09/01/2023;09/01/2023;09/01/2024;ANONIMIZADO;***;Coromandel;MG;-;-;-;-;-;-;-;-;-18,090795;-47,179732;CUSTEIO;Sorgo;46;-;3720;2418;0,65;165381;7016,24;0,042424704;2806,49;3729;16/01/2023;2023;3119302;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50411133;1045373;04/09/2019;04/09/2019;03/09/2020;ANONIMIZADO;***;Santa Helena de Goiás;GO;S;17;53;22;W;50;28;7;-;-;CUSTEIO;Soja;39,1;-;3750;2625;0,7;94062,09;3388,67;0,036025885;1186,03;8175;27/09/2019;2019;5219308;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50677104;1048359;14/10/2019;14/10/2019;13/10/2020;ANONIMIZADO;***;Inaciolândia;GO;S;18;29;18;W;50;1;34;-;-;CUSTEIO;Soja;12;-;3750;2625;0,7;28560;1005,95;0,035222339;352,08;8439;23/10/2019;2019;5209937;1944,94; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;52161167;1216320;03/09/2020;03/09/2020;03/09/2021;ANONIMIZADO;***;Bom Jesus da Penha;MG;S;21;3;44;W;46;30;57;-;-;CUSTEIO;Café;7;-;2250;1462,5;0,65;70000;2488,88;0,035555429;622,22;13823;08/09/2020;2020;3107604;14500; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;52111828;1210558;24/08/2020;24/08/2020;24/08/2021;ANONIMIZADO;***;Bagé;RS;S;31;22;32;W;54;24;48;-;-;CUSTEIO;Soja;33;-;3300;2310;0,7;100320;8025,6;0,08;2006,4;13512;25/08/2020;2020;4301602;46087,01; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;50457110;1045564;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Borja;RS;S;28;48;34;W;55;44;39;-;-;CUSTEIO;Soja;100;-;3300;2475;0,75;190000;17490,22;0,092053789;6121,58;8197;27/09/2019;2019;4318002;137940; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;60055287;2020667;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Centenário do Sul;PR;-;-;-;-;-;-;-;-;-22,786615;-51,541869;CUSTEIO;Milho 2ª safra;56;-;4240;3180;0,75;851564,8;44580,3;0,052351037;17832,12;9697;06/01/2025;2025;4105102;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;52073072;1193988;13/08/2020;13/08/2020;13/08/2021;ANONIMIZADO;***;Pitanga;PR;S;24;53;13;W;51;44;48;-;-;CUSTEIO;Feijão 1ª safra;15,91;-;2800;1960;0,7;44548;2870,86;0,064444195;717,72;13315;17/08/2020;2020;4119608;12086,45; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;51429710;1104364;01/04/2020;01/04/2020;01/04/2021;ANONIMIZADO;***;Pejuçara;RS;S;28;25;25;W;53;43;51;-;-;CUSTEIO;Trigo;22,4;-;3000;1950;0,65;32821,38;5251,42;0,159999976;1838;11422;07/04/2020;2020;4314308;29936,38; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;57778745;1677787;11/01/2023;11/01/2023;11/01/2024;ANONIMIZADO;***;São Carlos do Ivaí;PR;-;-;-;-;-;-;-;-;-23,336224;-52,562212;CUSTEIO;Milho 2ª safra;36;-;4062;2640,3;0,65;175200;18932,95;0,108064783;7573,18;3769;19/01/2023;2023;4124608;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;51484862;1278459;16/04/2020;16/04/2020;16/04/2021;ANONIMIZADO;***;Itaqui;RS;S;29;20;25;W;56;22;18;-;-;CUSTEIO;Soja;37;-;2800;1820;0,65;96200;7696;0,08;1924;11515;17/04/2020;2020;4310603;6887,92; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;50687170;1048735;16/10/2019;16/10/2019;15/10/2020;ANONIMIZADO;***;Campo Verde;MT;S;15;33;53;W;55;20;37;-;-;CUSTEIO;Soja;66,82;-;3600;2880;0,8;170391;6645,25;0,039000006;1993,58;8509;25/10/2019;2019;5102678;65941,32; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;55799129;1604407;27/01/2022;27/01/2022;27/01/2023;ANONIMIZADO;***;Nova Cantu;PR;-;-;-;-;-;-;-;-;-24,6489;-52,5928;CUSTEIO;Milho 2ª safra;12;-;6000;3900;0,65;45012;5251,4;0,116666667;2100,56;24576;31/01/2022;2022;4116802;24638,28; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;51524804;1125010;23/04/2020;23/04/2020;23/04/2021;ANONIMIZADO;***;Ijuí;RS;S;28;18;12;W;53;53;12;-;-;CUSTEIO;Trigo;57,6;-;2985;1940,25;0,65;103680;16588,8;0,16;5806,08;11750;04/05/2020;2020;4310207;32917,9; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;53576433;1509506;04/02/2021;04/02/2021;04/02/2022;ANONIMIZADO;***;Edéia;GO;S;17;27;43;W;50;2;26;-;-;CUSTEIO;Milho 2ª safra;173,01;-;6799,38;4419,6;0,650000441;611708,01;37450,11;0,0612222;14980,04;17751;05/02/2021;2021;5207402;427033,35; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;60054253;1984924;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Lobato;PR;-;-;-;-;-;-;-;-;-23,041729;-51,977928;CUSTEIO;Milho 2ª safra;41;-;4240;3180;0,75;351695,84;25425,03;0,072292666;10170,01;9686;06/01/2025;2025;4113601;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;52078198;1196544;14/08/2020;14/08/2020;14/08/2021;ANONIMIZADO;***;Rio do Campo;SC;S;26;53;30;W;50;12;23;-;-;CUSTEIO;Arroz;17,22;-;7770;5439;0,7;86100;3157;0,036666667;789,25;13381;18/08/2020;2020;4214508;43032,78; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;54248802;1344439;18/05/2021;18/05/2021;18/05/2022;ANONIMIZADO;***;Três Barras do Paraná;PR;S;25;28;11;W;53;20;38;-;-;CUSTEIO;Trigo;76,43;-;2700;1755;0,65;871898,15;27900,74;0,031999999;11160,3;19426;21/05/2021;2021;4127858;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50687174;1035814;16/10/2019;16/10/2019;15/10/2020;ANONIMIZADO;***;Ribeiro Gonçalves;PI;S;7;46;8;W;45;2;55;-;-;CUSTEIO;Soja;302;-;3000;2100;0,7;890900;80181;0,09;28063,35;8513;25/10/2019;2019;2208908;465581,83; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50604512;1059049;02/10/2019;02/10/2019;01/10/2020;ANONIMIZADO;***;Cianorte;PR;S;23;46;28;W;52;37;37;-;-;CUSTEIO;Soja;96,5;-;3500;2275;0,65;193000;16791;0,087;5876,85;8436;23/10/2019;2019;4105508;29193,52; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50861359;1067515;16/11/2019;16/11/2019;15/11/2020;ANONIMIZADO;***;São Borja;RS;S;28;37;50;W;55;49;31;-;-;CUSTEIO;Soja;45,5;-;3300;2475;0,75;91000;8190;0,09;2866,5;8978;21/11/2019;2019;4318002;135697,04; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;50418018;1045495;05/09/2019;05/09/2019;04/09/2020;ANONIMIZADO;***;Cascavel;PR;S;24;53;54;W;53;20;7;-;-;CUSTEIO;Soja;103,7;-;3600;2340;0,65;209170,16;11339;0,054209453;3968,65;8182;27/09/2019;2019;4104808;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51524579;1130941;20/04/2020;20/04/2020;20/04/2021;ANONIMIZADO;***;Reserva do Iguaçu;PR;S;25;44;33;W;51;55;9;-;-;CUSTEIO;Trigo;44,55;-;4600;3220;0,7;111375;6212,25;0,055777778;2174,29;11800;05/05/2020;2020;4121752;10101,71; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;60052654;1988839;04/12/2024;04/12/2024;04/12/2025;ANONIMIZADO;***;Centenário do Sul;PR;-;-;-;-;-;-;-;-;-22,766847;-51,540577;CUSTEIO;Milho 2ª safra;32;-;4240;3180;0,75;275338,08;18668,61;0,067802499;7467,44;9626;06/01/2025;2025;4105102;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50704868;1048257;23/10/2019;23/10/2019;22/10/2020;ANONIMIZADO;***;Sant'Ana do Livramento;RS;S;31;13;1;W;55;11;22;-;-;CUSTEIO;Soja;28;-;2835;1842,75;0,65;64400;4894,4;0,076;1713,04;8573;28/10/2019;2019;4317103;32558,65; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50615493;1046282;07/10/2019;07/10/2019;06/10/2020;ANONIMIZADO;***;Barbosa;SP;S;21;15;58;W;49;55;11;-;-;CUSTEIO;Soja;19;-;110000;77000;0,7;60895;1238,2;0,020333361;433,37;8352;15/10/2019;2019;3505104;21401,16; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;50457129;1046973;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;Santa Terezinha;SC;S;26;46;53;W;50;2;59;-;-;CUSTEIO;Soja;21;-;3250;2112,5;0,65;38850;3156,85;0,0812574;1104,9;8238;01/10/2019;2019;4215679;-;-
Aliança do Brasil Seguros S/A.;15414602904202112;2025032001654801;2001910;21/03/2025;21/03/2025;21/03/2026;ANONIMIZADO;***;Jataí;GO;-;-;-;-;-;-;-;-;-18,02325434;-51,32357037;CUSTEIO;Milho 2ª safra;50;-;5000;3500;0,7;254349,99;19861,88;0,078088778;7944,75;2025111100000141;09/04/2025;2025;5211909;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54034797;1333705;29/03/2021;29/03/2021;29/03/2022;ANONIMIZADO;***;Colônia Jordãozinho;PR;S;25;32;38;W;51;29;41;-;-;CUSTEIO;Cevada;30;-;5500;3850;0,7;465000;8711;0,018733333;3484,4;18778;31/03/2021;2021;4109401;31317,54; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50405413;1038692;03/09/2019;03/09/2019;02/09/2020;ANONIMIZADO;***;Nuporanga;SP;S;20;42;21;W;47;42;57;-;-;CUSTEIO;Cana-de-açúcar;42;-;95;66,5;0,7;105000;2183,72;0,020797333;764,3;8172;27/09/2019;2019;3533601;-;-
BRASILSEG COMPANHIA DE SEGUROS;15414609027202020;285363216;1998473;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Jataí;GO;-;-;-;-;-;-;-;-;-18,22182035;-51,77582882;CUSTEIO;Milho 2ª safra;211;-;6430;4501;0,7;1377824,61;116156,11;0,084303988;46462,44;385114;06/01/2025;2025;5211909;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50426013;1045476;06/09/2019;06/09/2019;05/09/2020;ANONIMIZADO;***;Honório Serpa;PR;S;26;7;34;W;52;22;10;-;-;CUSTEIO;Soja;145,2;-;3700;2775;0,75;290400;22211;0,07648416;7773,85;8189;27/09/2019;2019;4109658;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50611867;1038907;04/10/2019;04/10/2019;03/10/2020;ANONIMIZADO;***;Barbosa;SP;S;21;17;27;W;49;56;13;-;-;CUSTEIO;Cana-de-açúcar;60,5;-;110;77;0,7;193902,5;3942,67;0,02033326;1379,93;8312;14/10/2019;2019;3505104;107827,54; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;52121029;1208818;25/08/2020;25/08/2020;25/08/2021;ANONIMIZADO;***;Nova Ubiratã;MT;S;13;17;25;W;54;40;55;-;-;CUSTEIO;Soja;200;-;3400;2720;0,8;453692;17693,98;0,038999982;4423,5;13559;26/08/2020;2020;5106240;205468,03; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;55788617;1553981;25/01/2022;25/01/2022;25/01/2023;ANONIMIZADO;***;Anahy;PR;-;-;-;-;-;-;-;-;-24,5821;-53,101;CUSTEIO;Milho 2ª safra;20;-;3900;2535;0,65;96800;11293,32;0,116666529;4517,33;24687;31/01/2022;2022;4101051;17730,16; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;52073079;1194362;13/08/2020;13/08/2020;13/08/2021;ANONIMIZADO;***;Pinhão;PR;S;25;43;18;W;51;50;27;-;-;CUSTEIO;Feijão 1ª safra;10;-;2800;1960;0,7;30000;1933,33;0,064444333;483,33;13295;14/08/2020;2020;4119301;7809; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;54230338;1338037;17/05/2021;17/05/2021;17/05/2022;ANONIMIZADO;***;Corbélia;PR;S;24;39;28;W;53;14;28;-;-;CUSTEIO;Trigo;36;-;3207,35;2084,78;0,650000779;432000;13132,8;0,0304;5253,12;19401;19/05/2021;2021;4106308;43391,06; VARIAÇÃO EXCESSIVA DE TEMPERATURA
Aliança do Brasil Seguros S/A.;15414901479201927;57759433;1679160;05/01/2023;05/01/2023;05/01/2024;ANONIMIZADO;***;São Carlos do Ivaí;PR;-;-;-;-;-;-;-;-;-23,380711;-52,502091;CUSTEIO;Milho 2ª safra;59;-;3762;2445,3;0,65;2641600;526126;0,199169443;60000;3726;06/01/2023;2023;4124608;0; DEMAIS CAUSAS
Allianz Seguros S.A;15414002759200717;131582702;2014438;28/02/2025;28/02/2025;31/12/2025;ANONIMIZADO;***;Jataí;GO;S;17;59;6;W;51;35;37;-;-;PRODUTIVIDADE;Milho 2ª safra;113,92;-;6497,14;4548;0,700000308;569918,73;61699,65;0,108260436;24679,85;5177202579110004291;06/03/2025;2025;5211909;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57747038;1692802;04/01/2023;04/01/2023;04/01/2024;ANONIMIZADO;***;Santa Isabel do Ivaí;PR;-;-;-;-;-;-;-;-;-23,161431;-53,203233;CUSTEIO;Milho 2ª safra;34;-;3762;2445,3;0,65;631620;102383,84;0,16209721;46072,72;3721;05/01/2023;2023;4123709;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;51761738;1124503;17/06/2020;17/06/2020;17/06/2021;ANONIMIZADO;***;Nuporanga;SP;S;20;42;7;W;47;44;40;-;-;CUSTEIO;Cana-de-açúcar;52;-;120;84;0,7;248335,36;5049,48;0,020333311;2019,79;12514;19/06/2020;2020;3533601;101295,99; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;51338646;1148219;07/03/2020;07/03/2020;07/03/2021;ANONIMIZADO;***;Palma Sola;SC;S;26;21;52;W;53;11;41;-;-;CUSTEIO;Feijão 1ª safra;45,59;-;2400;1560;0,65;91180;7071,52;0,077555604;1767,88;10441;11/03/2020;2020;4212007;8096,78; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;52064515;1194229;11/08/2020;11/08/2020;11/08/2021;ANONIMIZADO;***;Palmeira das Missões;RS;S;27;48;21;W;53;17;48;-;-;CUSTEIO;Milho 1ª safra;32;-;8000;5600;0,7;112000;10080;0,09;2520;13298;14/08/2020;2020;4313706;62169,44; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;54248797;1337369;18/05/2021;18/05/2021;18/05/2022;ANONIMIZADO;***;Nova Prata do Iguaçu;PR;S;25;37;51;W;53;19;84;-;-;CUSTEIO;Trigo;29,27;-;3000;1950;0,65;370997,25;11871,91;0,031999995;4748,76;19421;21/05/2021;2021;4117255;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50457123;1046984;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;21;56;W;55;3;54;-;-;CUSTEIO;Soja;20;-;3300;2310;0,7;40000;3273,02;0,0818255;1145,56;8234;01/10/2019;2019;4318903;19136; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50615498;1039148;07/10/2019;07/10/2019;18/09/2020;ANONIMIZADO;***;Penápolis;SP;S;21;19;35;W;50;7;42;-;-;CUSTEIO;Cana-de-açúcar;62;-;110;77;0,7;198710;4106,66;0,0206666;1437,33;8389;16/10/2019;2019;3537305;68479,91; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;51161220;1087284;28/01/2020;28/01/2020;27/01/2021;ANONIMIZADO;***;Rancho Alegre d'Oeste;PR;S;24;13;54;W;52;52;21;-;-;CUSTEIO;Milho 2ª safra;55;-;6500;4225;0,65;135551,9;14232,95;0,105000004;4981,53;9794;29/01/2020;2020;4121356;4743,23; INUNDAÇÃO/TROMBA D´ÁGUA
Aliança do Brasil Seguros S/A.;15414901479201927;50411138;1038836;04/09/2019;04/09/2019;03/09/2020;ANONIMIZADO;***;Campo Florido;MG;S;19;43;39;W;48;30;37;-;-;CUSTEIO;Cana-de-açúcar;41,6;-;120;78;0,65;152318,82;2423,46;0,015910444;848,21;8179;27/09/2019;2019;3111408;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54924048;1502729;28/08/2021;28/08/2021;28/08/2022;ANONIMIZADO;***;Papanduva;SC;S;26;45;10;W;50;6;53;-;-;CUSTEIO;Arroz;21;-;6899;4829,3;0,7;126000,01;4774;0,037888886;1193,5;21582;01/09/2021;2021;4212205;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50405359;1038777;29/08/2019;29/08/2019;28/08/2020;ANONIMIZADO;***;Veríssimo;MG;S;19;35;17;W;48;31;45;-;-;CUSTEIO;Cana-de-açúcar;118;-;100;65;0,65;432059,36;6726,98;0,015569574;2354,44;8124;12/09/2019;2019;3171105;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;57765539;1679196;09/01/2023;09/01/2023;09/01/2024;ANONIMIZADO;***;Mandaguari;PR;-;-;-;-;-;-;-;-;-23,457329;-51,754584;CUSTEIO;Trigo;9;-;2053;1334,45;0,65;109060,79;20536,94;0,188307273;8214,77;3730;16/01/2023;2023;4114203;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;60049471;1988207;27/11/2024;27/11/2024;27/11/2025;ANONIMIZADO;***;Jataí;GO;-;-;-;-;-;-;-;-;-18,109499;-51,911011;CUSTEIO;Milho 2ª safra;241;-;5787;4050,9;0,7;1280124;120587,38;0,094199765;48234,95;9620;06/01/2025;2025;5211909;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50405394;1045465;30/08/2019;30/08/2019;29/08/2020;ANONIMIZADO;***;Novo Diamantino;MT;S;14;10;38;W;57;1;46;-;-;CUSTEIO;Soja;946,2;-;3750;3000;0,8;1987020;79262,17;0,039889971;23778,65;8157;27/09/2019;2019;5103502;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60054236;1984785;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Mandaguaçu;PR;-;-;-;-;-;-;-;-;-23,204514;-52,011344;CUSTEIO;Milho 2ª safra;38;-;4240;3180;0,75;318685,28;19642,19;0,061635071;7856,87;9669;06/01/2025;2025;4114104;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54248795;1334730;18/05/2021;18/05/2021;18/05/2022;ANONIMIZADO;***;Nova Prata do Iguaçu;PR;S;25;36;38;W;53;24;2;-;-;CUSTEIO;Trigo;20,5;-;3000;1950;0,65;259837,5;8314,8;0,032;3325,92;19406;20/05/2021;2021;4117255;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50670347;1049221;10/10/2019;10/10/2019;09/10/2020;ANONIMIZADO;***;Chapada dos Guimarães;MT;S;15;32;6;W;55;27;10;-;-;CUSTEIO;Soja;111;-;3000;2100;0,7;238761;8409,68;0,035222168;2943,39;8421;18/10/2019;2019;5103007;71896,43; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50411132;1045632;04/09/2019;04/09/2019;03/09/2020;ANONIMIZADO;***;Santa Helena de Goiás;GO;S;17;54;21;W;50;23;39;-;-;CUSTEIO;Soja;43,2;-;3750;2625;0,7;103925,38;3744;0,036025849;1310,4;8174;27/09/2019;2019;5219308;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54335187;1363925;09/06/2021;09/06/2021;09/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;31;9;W;51;45;15;-;-;CUSTEIO;Cevada;44,5;-;5500;3850;0,7;667500;7045,83;0,010555551;2818,33;20199;14/06/2021;2021;4109401;18504,47; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;52897681;1275202;09/10/2020;09/10/2020;09/10/2021;ANONIMIZADO;***;Reserva do Iguaçu;PR;S;25;52;8;W;51;52;43;-;-;CUSTEIO;Soja;40,29;-;4200;3360;0,8;106768,5;3475,91;0,032555576;868,98;14856;14/10/2020;2020;4121752;16210,92; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54338330;1367540;10/06/2021;10/06/2021;10/06/2022;ANONIMIZADO;***;Colônia Jordãozinho;PR;S;25;31;50;W;51;29;20;-;-;CUSTEIO;Trigo;11,7;-;4500;3150;0,7;163800;1827,27;0,011155495;730,91;20259;17/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;55763771;1558830;21/01/2022;21/01/2022;21/01/2023;ANONIMIZADO;***;São Jorge do Ivaí;PR;-;-;-;-;-;-;-;-;-23,5333;-52,3446;CUSTEIO;Milho 2ª safra;51;-;6600;4290;0,65;278210,7;32457,92;0,116666685;12983,17;24285;24/01/2022;2022;4125308;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;51695722;1125143;05/06/2020;05/06/2020;05/06/2021;ANONIMIZADO;***;Manoel Viana;RS;S;29;19;41;W;55;33;47;-;-;CUSTEIO;Trigo;30;-;2633;1711,45;0,65;45000;7200;0,16;2880;12306;08/06/2020;2020;4311759;31444,13; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;55816011;1569518;31/01/2022;31/01/2022;31/01/2023;ANONIMIZADO;***;Atalaia;PR;-;-;-;-;-;-;-;-;-23,147773;-52,041182;CUSTEIO;Milho 2ª safra;28;-;6000;3900;0,65;126720;14784;0,116666667;5913,6;25296;27/04/2022;2022;4102208;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;51524571;1127338;20/04/2020;20/04/2020;20/04/2021;ANONIMIZADO;***;Guarapuava;PR;S;25;15;34;W;51;42;20;-;-;CUSTEIO;Cevada;30;-;5500;3850;0,7;84000;7868;0,093666667;2753,8;11794;05/05/2020;2020;4109401;19908; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;51251621;1105994;15/02/2020;15/02/2020;14/02/2021;ANONIMIZADO;***;Capão Seco;MS;S;21;19;31;W;55;6;45;-;-;CUSTEIO;Milho 2ª safra;205;-;5500;3575;0,65;371378;28802,43;0,077555563;11520,97;9925;18/02/2020;2020;5007901;213586,61; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;57884172;1678152;18/01/2023;18/01/2023;18/01/2024;ANONIMIZADO;***;Rancho Alegre;PR;-;-;-;-;-;-;-;-;-23,051651;-50,895367;CUSTEIO;Milho 2ª safra;14;-;4062;2640,3;0,65;204473,63;32633,98;0,159599945;13053,59;3754;19/01/2023;2023;4121307;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;52078147;1196604;14/08/2020;14/08/2020;14/08/2021;ANONIMIZADO;***;Campanha;MG;S;21;48;35;W;45;22;48;-;-;CUSTEIO;Milho 1ª safra;20;-;11385;9108;0,8;80000;4195,55;0,052444375;1048,89;13364;18/08/2020;2020;3110905;38240; GRANIZO
BRASILSEG COMPANHIA DE SEGUROS;15414609027202020;285363279;1996035;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Jataí;GO;-;-;-;-;-;-;-;-;-18,12881238;-51,94868193;CUSTEIO;Milho 2ª safra;75;-;6430;4501;0,7;490539,69;41782,27;0,085176125;16712,9;385152;06/01/2025;2025;5211909;-;-
